iter	Logloss
259	0.02196783103
260	0.02195026588
261	0.02187310938
262	0.02175826297
263	0.0216678722
264	0.02160957305
265	0.02151846413
266	0.02135496723
267	0.02126846512
268	0.02115740657
269	0.02111787791
270	0.0210294756
271	0.02095398559
272	0.02091411097
273	0.02085095207
274	0.02080297367
275	0.02072671612
276	0.02071445626
277	0.02064232402
278	0.02058773473
279	0.02055088262
280	0.02048500829
281	0.02038795527
282	0.02038379208
283	0.02034849499
284	0.02028761938
285	0.02025469535
286	0.0201862217
287	0.0199918093
288	0.01993223455
289	0.01993044856
290	0.01983582964
291	0.01971485318
292	0.01961774294
293	0.01958757382
294	0.01950856482
295	0.01936217135
296	0.01929564384
297	0.01920767799
298	0.01915739522
299	0.01908398237
300	0.0190792631
301	0.01897266049
302	0.01890994748
303	0.01880872151
304	0.0186886129
305	0.01866040313
306	0.01863113902
307	0.01854974383
308	0.01825756506
309	0.01823584568
310	0.01817054492
311	0.01812082741
312	0.01810894513
313	0.01805068072
314	0.01800823212
315	0.01792609912
316	0.01782091291
317	0.01775489171
318	0.01765747606
319	0.01760173636
320	0.01751279209
321	0.01745888907
322	0.01739361483
323	0.01734892165
324	0.01729877698
325	0.01725618945
326	0.01721300428
327	0.01718555176
328	0.01710034279
329	0.01702135838
330	0.0169794702
331	0.01697035064
332	0.01687323996
333	0.01687323601
334	0.01685785043
335	0.01685388456
336	0.01679228122
337	0.01675036717
338	0.01674643164
339	0.01672851011
340	0.01670624888
341	0.01669514897
342	0.01666774087
343	0.01659616779
344	0.01649024239
345	0.01648756339
346	0.0164595028
347	0.01645949764
348	0.01644351269
349	0.01643496286
350	0.01639149498
351	0.01617274758
352	0.01612891004
353	0.01611459804
354	0.01605915257
355	0.01602726894
356	0.01593630637
357	0.01586784389
358	0.01586782504
359	0.01579843722
360	0.01575581612
361	0.01569667191
362	0.01569277438
363	0.01565081187
364	0.01560096507
365	0.01558422868
366	0.01555127653
367	0.0154939274
368	0.01542269656
369	0.01536501974
370	0.01530838698
371	0.01524069145
372	0.01518725981
373	0.01513233449
374	0.01511730633
375	0.01506978215
376	0.01503019552
377	0.01502004799
378	0.01500152388
379	0.01493203907
380	0.01488955452
381	0.01486624128
382	0.01480681574
383	0.01478089573
384	0.01475674904
385	0.01472216876
386	0.01470010972
387	0.01468419606
388	0.01466628489
389	0.01460337042
390	0.01455764952
391	0.01453989145
392	0.01450695864
393	0.01443849496
394	0.01441507183
395	0.01433261539
396	0.01432054386
397	0.0142803613
398	0.01428036043
399	0.01427984873
400	0.01425747258
401	0.01424440398
402	0.01420429109
403	0.01416848226
404	0.01414133937
405	0.01408710365
406	0.01407814686
407	0.01402844564
408	0.01397491869
409	0.01393536905
410	0.01388671625
411	0.01385769086
412	0.01378800461
413	0.01376003451
414	0.01371196806
415	0.01369626701
416	0.01365491335
417	0.01358389919
418	0.01354983225
419	0.01350542149
420	0.01344988266
421	0.01338962055
422	0.01334829812
423	0.01330640711
424	0.01326272831
425	0.01324345789
426	0.01321753845
427	0.01318915117
428	0.01315212452
429	0.01309028216
430	0.01306773135
431	0.01304553542
432	0.01301491181
433	0.0129587713
434	0.01290726045
435	0.01285964417
436	0.01285956607
437	0.01285664187
438	0.01283921532
439	0.01279356328
440	0.01266668103
441	0.01262885784
442	0.01259389206
443	0.01259388901
444	0.01259386408
445	0.01259224114
446	0.01257888277
447	0.01255233936
448	0.01253154588
449	0.0124844026
450	0.01246794935
451	0.01244821757
452	0.01244733048
453	0.0124365676
454	0.01242245777
455	0.01239810331
456	0.01237302689
457	0.01232208444
458	0.01229330506
459	0.01225236369
460	0.01223751868
461	0.0122188053
462	0.01215983722
463	0.0121441464
464	0.01209175191
465	0.01209174948
466	0.01209174576
467	0.01209172707
468	0.01208997091
469	0.01208128461
470	0.01204458822
471	0.01200457073
472	0.01194736674
473	0.01192926251
474	0.01189481044
475	0.01188500806
476	0.01184963346
477	0.011818913
478	0.01178134182
479	0.01174625806
480	0.01169592803
481	0.0116596674
482	0.01162976139
483	0.01160148785
484	0.01154971945
485	0.01150650141
486	0.01148740503
487	0.01148740503
488	0.0114620064
489	0.01144801635
490	0.01139705909
491	0.01139697862
492	0.01138825258
493	0.01135092383
494	0.01132367634
495	0.01129993271
496	0.01129282021
497	0.01128307751
498	0.0112544905
499	0.01121660826
500	0.01119601758
501	0.01117947406
502	0.01117847284
503	0.01116073297
504	0.01113352059
505	0.01109137006
506	0.01107608657
507	0.01104469762
508	0.01102328675
509	0.01096733832
510	0.01093004638
511	0.01090443421
512	0.0108754967
513	0.0108541057
514	0.01084097942
515	0.01081236821
516	0.01078508401
517	0.01075960508
518	0.0107279098
519	0.01071372927
520	0.01071370024
521	0.01069850923
522	0.01066681355
523	0.0106251557
524	0.0106014263
525	0.01057434206
526	0.01053555179
527	0.01051254792
528	0.01045940119
529	0.01045776149
530	0.01044456695
531	0.01041570846
532	0.01038126974
533	0.01037273708
534	0.01032324129
535	0.01030206084
536	0.01029127774
537	0.01027749848
538	0.01027749848
539	0.0102774925
540	0.01027746735
541	0.01027745377
542	0.01024358926
543	0.01022044051
544	0.01020070599
545	0.01015599378
546	0.01014013842
547	0.0101091157
548	0.01009836771
549	0.01005594042
550	0.009978556942
551	0.009956113366
552	0.00994700508
553	0.009920116965
554	0.009904484379
555	0.009887933881
556	0.009851277539
557	0.009851275277
558	0.009826807346
559	0.009826794756
560	0.009826783324
561	0.009809639187
562	0.009793910525
563	0.009775650227
564	0.0097671057
565	0.009755654294
566	0.009747478492
567	0.009736355853
568	0.009702586973
569	0.00968515107
570	0.009663827185
571	0.009634884575
572	0.009613888868
573	0.009601710735
574	0.009564018712
575	0.009551613099
576	0.009510375396
577	0.009500848474
578	0.009494349686
579	0.009485803464
580	0.009462516253
581	0.009446111073
582	0.009410568687
583	0.009387416014
584	0.009376755538
585	0.009367063491
586	0.009346076031
587	0.009320132083
588	0.009320129072
589	0.009320113727
590	0.009320103568
591	0.009320097524
592	0.009309591117
593	0.009309586818
594	0.009309583085
595	0.009309569095
596	0.009309558065
597	0.009309552991
598	0.009309552991
599	0.009309534977
600	0.009296419601
601	0.009284760563
602	0.009237699894
603	0.009216788913
604	0.009185577495
605	0.009178300339
606	0.009178282716
607	0.009178260629
608	0.009157712722
609	0.00912145932
610	0.009099220047
611	0.009093981569
612	0.009069459014
613	0.009055004724
614	0.009054981956
615	0.00905496786
616	0.009033099381
617	0.009010969569
618	0.008991718912
619	0.00897272012
620	0.00897272012
621	0.008972626793
622	0.008958554315
623	0.008958494276
624	0.008954672637
625	0.008947880241
626	0.008947867469
627	0.008923023687
628	0.008895575461
629	0.008895566309
630	0.008869583948
631	0.008857081312
632	0.008857050686
633	0.008857050686
634	0.00884654496
635	0.008846524473
636	0.008829322207
637	0.008811133687
638	0.008811121608
639	0.008791207548
640	0.008791207548
641	0.008791190765
642	0.008782528701
643	0.008782528701
644	0.008782511595
645	0.008782495572
646	0.008782495572
647	0.008782463185
648	0.008782440182
649	0.008782432824
650	0.008736122319
651	0.008736122319
652	0.008736070221
653	0.008736070221
654	0.008736070221
655	0.008736070221
656	0.008736065919
657	0.008736030263
658	0.008735977695
659	0.008735977695
660	0.008735977695
661	0.008735977695
662	0.008735956391
663	0.008735943714
664	0.008735943714
665	0.008735941852
666	0.008735941852
667	0.008735941852
668	0.008735941852
669	0.008735941852
670	0.008735915423
671	0.008735899764
672	0.008735887976
673	0.008735873186
674	0.008735862204
675	0.008735835305
676	0.008735835305
677	0.008735835305
678	0.008735835305
679	0.008735835305
680	0.008735835305
681	0.008735835305
682	0.008735830809
683	0.008735830809
684	0.008735830809
685	0.008716349104
686	0.008691201552
687	0.008669262037
688	0.008652363373
689	0.008646925325
690	0.008629253081
691	0.008589963353
692	0.008580848392
693	0.008559193427
694	0.008549255083
695	0.008549233422
696	0.008536544024
697	0.008510193228
698	0.00848686911
699	0.008486853156
700	0.008486850078
701	0.00848684424
702	0.008486840122
703	0.008486835316
704	0.008486827135
705	0.008486818757
706	0.008486818423
707	0.008486814675
708	0.008486788041
709	0.008469237491
710	0.008469227656
711	0.008469220152
712	0.008469214106
713	0.00846920596
714	0.008453512014
715	0.008453511
716	0.008446035241
717	0.008446023521
718	0.008446023521
719	0.008426979809
720	0.008426979809
721	0.008426975751
722	0.008426975751
723	0.008426974544
724	0.008414878686
725	0.008414878686
726	0.008414875302
727	0.008411008773
728	0.008411010285
729	0.008411010285
730	0.008410997435
731	0.00839473214
732	0.008394730088
733	0.008378215127
734	0.008378190922
735	0.008378188107
736	0.008378173604
737	0.00837815958
738	0.00837815958
739	0.008378152944
740	0.008378152944
741	0.008378151898
742	0.008378151898
743	0.008364371817
744	0.008347508372
745	0.008335638142
746	0.008313933653
747	0.008313926623
748	0.008313926623
749	0.008313926623
750	0.00831391912
751	0.00831391912
752	0.00831391912
753	0.00831391912
754	0.00831391912
755	0.00831391912
756	0.00831391605
757	0.008313907593
758	0.008313907593
759	0.00831389689
760	0.00831389689
761	0.00831389689
762	0.00831389689
763	0.00829639153
764	0.00827636508
765	0.0082763633
766	0.008276354383
767	0.008276354383
768	0.008271664716
769	0.008271664354
770	0.008271311309
771	0.008270357594
772	0.008243388292
773	0.008237501643
774	0.008223321666
775	0.008217469871
776	0.008217442132
777	0.008217433628
778	0.008211294427
779	0.008211285778
780	0.008211277485
781	0.008211273597
782	0.008204314283
783	0.008204311446
784	0.008204304835
785	0.00820429491
786	0.008197493595
787	0.008197493595
788	0.008197496334
789	0.008197455696
790	0.008197455696
791	0.008197455696
792	0.008197435169
793	0.008197433685
794	0.008197433685
795	0.008197408114
796	0.008197395762
797	0.008197395762
798	0.008197378155
799	0.008197363947
800	0.00819623449
801	0.008196222841
802	0.008196203434
803	0.008187805078
804	0.008177934111
805	0.008177930735
806	0.008177863029
807	0.008177858062
808	0.008177849271
809	0.008169981523
810	0.008169967651
811	0.00814499356
812	0.008144988067
813	0.008139093252
814	0.008139096908
815	0.008117937588
816	0.008117937588
817	0.008117937588
818	0.008117937588
819	0.008117909467
820	0.008117909467
821	0.008117909467
822	0.008117896928
823	0.008117896928
824	0.008117896928
825	0.008117884278
826	0.008117883916
827	0.008117879119
828	0.008117879119
829	0.008117879119
830	0.008117879119
831	0.008117879294
832	0.008117863187
833	0.008117864467
834	0.00811785778
835	0.008117836679
836	0.008117835712
837	0.008117835712
838	0.008117831768
839	0.008117831768
840	0.008117827879
841	0.008117819023
842	0.008117815312
843	0.008117819194
844	0.008117784098
845	0.008117784098
846	0.008117769653
847	0.008117769653
848	0.008117769653
849	0.008117769653
850	0.008117769653
851	0.008117752894
852	0.008117752894
853	0.008117752894
854	0.008117752894
855	0.008117752894
856	0.008117738855
857	0.008117738855
858	0.008117739246
859	0.008117739246
860	0.008117739246
861	0.008117727281
862	0.008117727281
863	0.008117719883
864	0.008117702734
865	0.008117690197
866	0.008117682684
867	0.008117682684
868	0.008117682684
869	0.008117682684
870	0.008117682684
871	0.008117668738
872	0.008117655922
873	0.008117655922
874	0.008117655922
875	0.008117655922
876	0.008117651666
877	0.008117643799
878	0.008117623735
879	0.008117618716
880	0.008117609539
881	0.008117609539
882	0.008117609539
883	0.008117609539
884	0.008117601852
885	0.008117589794
886	0.008117578242
887	0.008117572223
888	0.008117564017
889	0.008117561598
890	0.008117561598
891	0.008117561598
892	0.008117550645
893	0.00811753928
894	0.008098453019
895	0.008098405252
896	0.008082827768
897	0.008082827768
898	0.008082811473
899	0.008082811473
900	0.008082811473
901	0.008082811473
902	0.008062811346
903	0.008058781696
904	0.00802734763
905	0.00802734763
906	0.00802734586
907	0.008027334886
908	0.008027319363
909	0.008027296153
910	0.008027279498
911	0.008027256568
912	0.00802724554
913	0.008027236747
914	0.008027236747
915	0.008027216579
916	0.008027216579
917	0.008027216579
918	0.008027216579
919	0.008027216978
920	0.008027216978
921	0.008027216978
922	0.008027202849
923	0.008027202849
924	0.008027202849
925	0.008027202849
926	0.008021605892
927	0.008021599933
928	0.00802159123
929	0.008021578135
930	0.00802157075
931	0.008021549806
932	0.008021546507
933	0.008021535052
934	0.008021492018
935	0.008021458602
936	0.008021458602
937	0.008021458602
938	0.008021458602
939	0.008021445805
940	0.008021453287
941	0.008021453287
942	0.008021441472
943	0.008021441472
944	0.008021441472
945	0.008021440035
946	0.008021440035
947	0.008021440035
948	0.008021440035
949	0.008021440035
950	0.008021440035
951	0.008021440035
952	0.008021440035
953	0.008021441789
954	0.008021441789
955	0.008021433483
956	0.008021433483
957	0.008021433483
958	0.00802142634
959	0.00802142634
960	0.00802142634
961	0.00802142634
962	0.00802142739
963	0.00802142739
964	0.00802142739
965	0.008021414384
966	0.008021414384
967	0.008021414384
968	0.008021414384
969	0.008021411574
970	0.008021410849
971	0.008021408559
972	0.008021408559
973	0.008021408559
974	0.008021403223
975	0.008021395947
976	0.008021392942
977	0.008021392942
978	0.008021385438
979	0.008021377567
980	0.008021363074
981	0.008021355153
982	0.008021336502
983	0.00802132296
984	0.00802132296
985	0.00802132296
986	0.00802132296
987	0.008021298526
988	0.008021298526
989	0.008021298526
990	0.008021290698
991	0.008021290698
992	0.008021290698
993	0.008021289382
994	0.008021289382
995	0.008021289382
996	0.008021289382
997	0.008021289382
998	0.008021284003
999	0.008021277477
